(504, ('80.4375', '30', '100219'))
(505, ('64.6875', '32', '96343.8'))
(506, ('72.5625', '32.4', '101081'))
(507, ('74.25', '30', '97125'))
(508, ('70.3125', '30.8', '96756.2'))
(509, ('inf', 'inf', 'inf'))
(510, ('70.875', '32.2', '99837.5'))
(511, ('63', '46.8', '125100'))
(512, ('63', '38.2', '107900'))
(513, ('65.25', '53.8', '140225'))
(514, ('71.4375', '30', '95718.8'))
(515, ('63.5625', '68.8', '169381'))
(516, ('82.6875', '28', '97343.8'))
(517, ('62.4375', '56', '143219'))
(518, ('82.6875', '24.6', '90543.8'))
(519, ('inf', 'inf', 'inf'))
(520, ('64.6875', '55', '142344'))
(521, ('74.25', '29.6', '96325'))
(522, ('62.4375', '62.4', '156019'))
(523, ('61.875', '65.8', '162538'))
(524, ('77.0625', '28.6', '95731.2'))
(525, ('inf', 'inf', 'inf'))
(526, ('inf', 'inf', 'inf'))
(527, ('66.9375', '51.8', '137069'))
(528, ('65.8125', '50', '132906'))
(529, ('73.6875', '29.4', '95643.8'))
(530, ('63.5625', '37', '105781'))
(531, ('79.875', '28.8', '97537.5'))
(532, ('inf', 'inf', 'inf'))
(533, ('inf', 'inf', 'inf'))
(534, ('66.9375', '55.4', '144269'))
(535, ('62.4375', '40.8', '112819'))
(536, ('76.5', '26.6', '91450'))
(537, ('66.9375', '35.4', '104269'))
(538, ('69.1875', '33.8', '102194'))
(539, ('81', '25.4', '91300'))
(540, ('74.8125', '31.4', '100206'))
(541, ('77.0625', '31', '100531'))
(542, ('68.625', '34.6', '103512'))
(543, ('61.875', '35.4', '101738'))
(544, ('76.5', '30.8', '99850'))
(545, ('75.9375', '30.2', '98368.8'))
(546, ('inf', 'inf', 'inf'))
(547, ('81', '26.2', '92900'))
(548, ('65.8125', '65', '162906'))
(549, ('69.1875', '33.4', '101394'))
(550, ('70.875', '33.2', '101838'))
(551, ('64.6875', '68.6', '169544'))
(552, ('67.5', '34.2', '102150'))
(553, ('62.4375', '37', '105219'))
(554, ('65.8125', '37.8', '108506'))
(555, ('65.8125', '36.4', '105706'))
(556, ('66.375', '39.8', '112788'))
(557, ('inf', 'inf', 'inf'))
(558, ('79.3125', '26.4', '92456.2'))
(559, ('66.9375', '34.8', '103069'))
(560, ('63', '34.4', '100300'))
(561, ('82.125', '25.8', '92662.5'))
(562, ('63.5625', '60.4', '152581'))
(563, ('inf', 'inf', 'inf'))
(564, ('63', '44.4', '120300'))
(565, ('70.875', '34.4', '104238'))
(566, ('inf', 'inf', 'inf'))
(567, ('59.625', '37.8', '105413'))
(568, ('64.6875', '47.2', '126744'))
(569, ('61.3125', '68.4', '167456'))
(570, ('74.25', '29.8', '96725'))
(571, ('68.0625', '34.8', '103631'))
(572, ('66.9375', '32.4', '98268.8'))
(573, ('63', '36.6', '104700'))
(574, ('71.4375', '28.4', '92518.8'))
(575, ('75.9375', '28.8', '95568.8'))
(576, ('68.625', '35.2', '104712'))
(577, ('74.25', '28.8', '94725'))
(578, ('68.0625', '31.6', '97231.2'))
(579, ('82.125', '27.6', '96262.5'))
(580, ('66.375', '34', '101188'))
(581, ('75.375', '29', '95687.5'))
(582, ('inf', 'inf', 'inf'))
(583, ('68.0625', '31', '96031.2'))
(584, ('79.875', '27.6', '95137.5'))
(585, ('61.3125', '38.4', '107456'))
(586, ('79.875', '27.8', '95537.5'))
(587, ('68.625', '32.2', '98712.5'))
(588, ('64.125', '36.6', '105262'))
(589, ('71.4375', '31.2', '98118.8'))
(590, ('62.4375', '34.8', '100819'))
(591, ('75.9375', '30.2', '98368.8'))
(592, ('64.6875', '35', '102344'))
(593, ('66.9375', '38', '109469'))
(594, ('70.3125', '29.8', '94756.2'))
(595, ('64.6875', '33.6', '99543.8'))
(596, ('68.625', '32.2', '98712.5'))
(597, ('75.9375', '28.6', '95168.8'))
(598, ('inf', 'inf', 'inf'))
(599, ('63.5625', '64.2', '160181'))
(600, ('61.875', '54.8', '140538'))
(601, ('74.25', '29.6', '96325'))
(602, ('68.625', '33.6', '101512'))
(603, ('61.875', '36.8', '104538'))
(604, ('62.4375', '35.4', '102019'))
(605, ('64.6875', '39.2', '110744'))
(606, ('inf', 'inf', 'inf'))
(607, ('62.4375', '32.6', '96418.8'))
(608, ('62.4375', '37.4', '106019'))
(609, ('67.5', '32.8', '99350'))
(610, ('63', '41.6', '114700'))
(611, ('61.3125', '41', '112656'))
(612, ('66.375', '32.8', '98787.5'))
(613, ('64.6875', '40.2', '112744'))
(614, ('63', '40.6', '112700'))
(615, ('82.125', '27.8', '96662.5'))
(616, ('62.4375', '33.6', '98418.8'))
(617, ('71.4375', '32.2', '100119'))
(618, ('60.75', '42.6', '115575'))
(619, ('63.5625', '34.4', '100581'))
(620, ('68.625', '31.6', '97512.5'))
(621, ('63.5625', '37.6', '106981'))
(622, ('inf', 'inf', 'inf'))
(623, ('63.5625', '65.4', '162581'))
(624, ('76.5', '28.4', '95050'))
(625, ('66.9375', '44', '121469'))
(626, ('66.375', '47', '127188'))
(627, ('63.5625', '36.2', '104181'))
(628, ('64.125', '49.6', '131262'))
(629, ('70.3125', '33', '101156'))
(630, ('63', '64.2', '159900'))
(631, ('77.0625', '27.8', '94131.2'))
(632, ('61.3125', '65.4', '161456'))
(633, ('inf', 'inf', 'inf'))
(634, ('69.75', '30.2', '95275'))
(635, ('65.8125', '34.6', '102106'))
(636, ('62.4375', '37.8', '106819'))
(637, ('64.125', '64.2', '160462'))
(638, ('66.375', '33.6', '100388'))
(639, ('63.5625', '39.4', '110581'))
(640, ('70.875', '29', '93437.5'))
(641, ('66.375', '36.4', '105988'))
(642, ('61.3125', '34.6', '99856.2'))
(643, ('68.0625', '41.8', '117631'))
(644, ('inf', 'inf', 'inf'))
(645, ('70.3125', '33.2', '101556'))
(646, ('73.125', '28.2', '92962.5'))
(647, ('64.125', '51.6', '135262'))
(648, ('inf', 'inf', 'inf'))
(649, ('65.25', '34', '100625'))
(650, ('73.125', '34.6', '105762'))
(651, ('63.5625', '40.6', '112981'))
(652, ('79.3125', '27.4', '94456.2'))
(653, ('inf', 'inf', 'inf'))
(654, ('78.1875', '28.2', '95493.8'))
(655, ('62.4375', '36.8', '104819'))
(656, ('63.5625', '55.4', '142581'))
(657, ('64.125', '48.2', '128462'))
(658, ('inf', 'inf', 'inf'))
(659, ('63', '48', '127500'))
(660, ('65.8125', '46.8', '126506'))
(661, ('80.4375', '25.2', '90618.8'))
(662, ('84.375', '26.4', '94987.5'))
(663, ('66.9375', '40.2', '113869'))
(664, ('inf', 'inf', 'inf'))
(665, ('69.75', '33', '100875'))
(666, ('64.6875', '38.4', '109144'))
(667, ('66.375', '47', '127188'))
(668, ('64.125', '65.4', '162862'))
(669, ('65.25', '63.6', '159825'))
(670, ('68.625', '29.4', '93112.5'))
(671, ('64.6875', '46.2', '124744'))
(672, ('69.1875', '33.4', '101394'))
(673, ('78.75', '28.2', '95775'))
(674, ('64.6875', '41.4', '115144'))
(675, ('60.1875', '60.4', '150894'))
(676, ('64.125', '33', '98062.5'))
(677, ('66.9375', '37.6', '108669'))
(678, ('63.5625', '41.6', '114981'))
(679, ('60.1875', '40.4', '110894'))
(680, ('64.125', '56.2', '144462'))
(681, ('62.4375', '39', '109219'))
